x1,x2,x3,x4,x5,x6,x7,x8
0,200,-1,-1,-1,-1,-1,-1
0,88,109,200,-1,-1,-1,-1
0,151,191,200,-1,-1,-1,-1
0,36,69,200,-1,-1,-1,-1
0,14,44,91,128,-1,-1,-1
0,9,52,70,78,-1,-1,-1
0,25,121,137,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,31,39,49,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,69,85,120,125,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,10,38,53,73,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,13,43,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,54,76,90,107,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,61,66,102,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,88,116,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,45,82,114,131,-1,-1,-1
0,139,164,200,-1,-1,-1,-1
0,9,20,200,-1,-1,-1,-1
0,19,35,200,-1,-1,-1,-1
0,17,38,115,160,-1,-1,-1
0,86,104,144,-1,-1,-1,-1
0,5,24,200,-1,-1,-1,-1
0,92,111,135,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,81,100,128,-1,-1,-1,-1
0,96,122,-1,-1,-1,-1,-1
0,49,84,159,170,-1,-1,-1
0,24,57,73,-1,-1,-1,-1
0,27,38,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,149,161,200,-1,-1,-1,-1
0,75,124,-1,-1,-1,-1,-1
0,35,141,163,-1,-1,-1,-1
0,24,49,92,113,-1,-1,-1
0,37,65,104,-1,-1,-1,-1
0,19,48,134,163,-1,-1,-1
0,73,88,200,-1,-1,-1,-1
0,43,82,122,-1,-1,-1,-1
0,28,46,69,101,-1,-1,-1
0,61,78,135,-1,-1,-1,-1
0,30,48,200,-1,-1,-1,-1
0,20,-1,-1,-1,-1,-1,-1
0,38,68,116,-1,-1,-1,-1
0,26,34,136,152,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,82,97,200,-1,-1,-1,-1
0,28,79,-1,-1,-1,-1,-1
0,51,86,-1,-1,-1,-1,-1
0,40,66,200,-1,-1,-1,-1
0,32,36,161,176,-1,-1,-1
0,35,57,94,115,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,65,76,94,-1,-1,-1,-1
0,22,31,50,-1,-1,-1,-1
0,55,88,114,-1,-1,-1,-1
0,25,133,147,-1,-1,-1,-1
0,11,26,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,11,31,200,-1,-1,-1,-1
0,22,44,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,164,193,200,-1,-1,-1,-1
0,35,50,71,91,-1,-1,-1
0,19,44,200,-1,-1,-1,-1
0,37,50,93,112,-1,-1,-1
0,9,54,72,86,-1,-1,-1
0,20,30,59,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,9,23,87,116,-1,-1,-1
0,38,62,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,16,58,95,105,-1,-1,-1
0,18,68,80,-1,-1,-1,-1
0,52,69,200,-1,-1,-1,-1
0,8,39,200,-1,-1,-1,-1
0,64,74,125,141,-1,-1,-1
0,16,39,82,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,104,141,200,-1,-1,-1,-1
0,17,35,-1,-1,-1,-1,-1
0,43,66,104,132,-1,-1,-1
0,34,68,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,19,44,147,161,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,18,26,27,55,-1,-1,-1
0,37,200,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,38,73,200,-1,-1,-1,-1
0,19,33,72,99,-1,-1,-1
0,61,84,140,179,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,80,108,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,25,54,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,10,93,120,-1,-1,-1,-1
0,79,98,116,-1,-1,-1,-1
0,35,200,-1,-1,-1,-1,-1
0,21,36,200,-1,-1,-1,-1
0,23,56,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,99,120,-1,-1,-1,-1,-1
0,9,32,54,77,-1,-1,-1
0,102,114,200,-1,-1,-1,-1
0,18,60,90,113,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,31,63,-1,-1,-1,-1,-1
0,50,94,104,121,-1,-1,-1
0,20,42,128,161,-1,-1,-1
0,32,46,183,200,-1,-1,-1
0,154,183,200,-1,-1,-1,-1
0,32,64,200,-1,-1,-1,-1
0,42,74,-1,-1,-1,-1,-1
0,35,56,69,-1,-1,-1,-1
0,27,60,74,98,-1,-1,-1
0,71,106,200,-1,-1,-1,-1
0,43,71,100,132,-1,-1,-1
0,110,125,200,-1,-1,-1,-1
0,97,125,-1,-1,-1,-1,-1
0,24,51,178,200,-1,-1,-1
0,12,50,-1,-1,-1,-1,-1
0,15,34,82,108,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,72,105,200,-1,-1,-1,-1
0,31,55,146,184,-1,-1,-1
0,9,29,-1,-1,-1,-1,-1
0,85,97,200,-1,-1,-1,-1
0,14,42,200,-1,-1,-1,-1
0,23,46,83,96,-1,-1,-1
0,34,62,200,-1,-1,-1,-1
0,134,146,200,-1,-1,-1,-1
0,25,37,59,70,-1,-1,-1
0,57,86,-1,-1,-1,-1,-1
0,34,49,66,95,-1,-1,-1
0,28,64,84,116,-1,-1,-1
0,118,137,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,74,97,133,149,-1,-1,-1
0,41,84,185,200,-1,-1,-1
0,6,23,57,73,-1,-1,-1
0,16,34,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,79,94,200,-1,-1,-1,-1
0,41,75,105,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,9,32,53,63,-1,-1,-1
0,21,81,90,-1,-1,-1,-1
0,13,26,56,-1,-1,-1,-1
0,51,69,115,135,-1,-1,-1
0,13,44,67,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,53,72,149,184,-1,-1,-1
0,19,45,65,-1,-1,-1,-1
0,32,60,74,-1,-1,-1,-1
0,84,103,143,154,-1,-1,-1
0,21,96,111,-1,-1,-1,-1
0,50,53,200,-1,-1,-1,-1
0,37,57,200,-1,-1,-1,-1
0,19,88,125,-1,-1,-1,-1
0,31,80,93,122,-1,-1,-1
0,26,37,64,90,-1,-1,-1
0,79,94,200,-1,-1,-1,-1
0,43,77,93,-1,-1,-1,-1
0,5,35,142,173,-1,-1,-1
0,45,65,90,-1,-1,-1,-1
0,10,43,50,75,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,16,47,-1,-1,-1,-1,-1
0,73,103,-1,-1,-1,-1,-1
0,19,46,80,117,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,18,62,96,121,-1,-1,-1
0,48,63,86,-1,-1,-1,-1
0,16,41,-1,-1,-1,-1,-1
0,18,38,54,71,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,57,73,79,111,-1,-1,-1
0,64,99,-1,-1,-1,-1,-1
