x1,x2,x3,x4,x5,x6,x7,x8
0,96,110,200,-1,-1,-1,-1
0,79,103,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,13,37,45,62,-1,-1,-1
0,34,57,-1,-1,-1,-1,-1
0,8,34,138,150,-1,-1,-1
0,15,27,70,79,-1,-1,-1
0,34,87,96,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,44,81,200,-1,-1,-1,-1
0,69,85,200,-1,-1,-1,-1
0,21,57,82,-1,-1,-1,-1
0,85,125,-1,-1,-1,-1,-1
0,37,62,-1,-1,-1,-1,-1
0,145,161,200,-1,-1,-1,-1
0,141,167,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,93,115,200,-1,-1,-1,-1
0,25,43,75,-1,-1,-1,-1
0,19,48,200,-1,-1,-1,-1
0,36,55,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,164,184,200,-1,-1,-1,-1
0,40,52,200,-1,-1,-1,-1
0,19,37,88,107,-1,-1,-1
0,37,65,146,162,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,145,171,191,-1,-1,-1,-1
0,22,39,63,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,87,110,-1,-1,-1,-1,-1
0,115,121,200,-1,-1,-1,-1
0,21,74,114,-1,-1,-1,-1
0,58,79,95,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,18,45,200,-1,-1,-1,-1
0,46,76,92,100,-1,-1,-1
0,13,49,118,149,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,21,43,79,98,-1,-1,-1
0,10,41,70,91,-1,-1,-1
0,32,58,74,103,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,73,102,146,192,-1,-1,-1
0,28,52,-1,-1,-1,-1,-1
0,53,77,-1,-1,-1,-1,-1
0,57,61,88,-1,-1,-1,-1
0,32,37,61,-1,-1,-1,-1
0,77,114,200,-1,-1,-1,-1
0,23,49,96,117,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,11,200,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,16,33,138,150,-1,-1,-1
0,78,89,96,119,-1,-1,-1
0,13,34,-1,-1,-1,-1,-1
0,12,24,113,117,-1,-1,-1
0,13,37,91,95,-1,-1,-1
0,86,129,142,-1,-1,-1,-1
0,10,200,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,11,86,110,-1,-1,-1,-1
0,22,67,92,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,17,34,113,132,-1,-1,-1
0,17,200,-1,-1,-1,-1,-1
0,47,68,169,200,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,51,79,140,152,-1,-1,-1
0,62,80,145,150,-1,-1,-1
0,15,35,55,-1,-1,-1,-1
0,90,119,126,154,-1,-1,-1
0,42,50,200,-1,-1,-1,-1
0,45,81,-1,-1,-1,-1,-1
0,30,65,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,14,23,56,70,-1,-1,-1
0,30,52,61,82,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,24,55,200,-1,-1,-1,-1
0,23,52,79,103,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,45,51,90,-1,-1,-1,-1
0,11,27,200,-1,-1,-1,-1
0,24,36,84,106,-1,-1,-1
0,28,53,76,-1,-1,-1,-1
0,39,57,200,-1,-1,-1,-1
0,32,51,-1,-1,-1,-1,-1
0,8,28,96,136,-1,-1,-1
0,9,34,66,-1,-1,-1,-1
0,12,76,98,-1,-1,-1,-1
0,14,36,124,139,-1,-1,-1
