x1,x2,x3,x4,x5,x6,x7,x8
0,6,53,200,-1,-1,-1,-1
0,12,22,41,69,-1,-1,-1
0,27,72,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,87,103,120,-1,-1,-1,-1
0,73,101,200,-1,-1,-1,-1
0,32,56,200,-1,-1,-1,-1
0,54,65,200,-1,-1,-1,-1
0,53,72,200,-1,-1,-1,-1
0,49,63,200,-1,-1,-1,-1
0,8,34,58,80,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,134,154,200,-1,-1,-1,-1
0,42,56,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,18,77,101,-1,-1,-1,-1
0,9,24,87,117,-1,-1,-1
0,17,23,76,101,-1,-1,-1
0,21,49,77,-1,-1,-1,-1
0,84,96,141,161,-1,-1,-1
0,36,-1,-1,-1,-1,-1,-1
0,11,200,-1,-1,-1,-1,-1
0,33,60,85,97,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,24,53,74,91,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,24,49,74,-1,-1,-1,-1
0,54,74,90,-1,-1,-1,-1
0,36,57,200,-1,-1,-1,-1
0,35,52,104,115,-1,-1,-1
0,60,93,-1,-1,-1,-1,-1
0,22,53,65,86,-1,-1,-1
0,183,200,-1,-1,-1,-1,-1
0,51,95,200,-1,-1,-1,-1
0,34,53,84,125,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,20,200,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,21,42,166,199,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,28,66,200,-1,-1,-1,-1
0,26,44,160,190,-1,-1,-1
0,43,77,119,-1,-1,-1,-1
0,63,81,200,-1,-1,-1,-1
0,103,109,156,-1,-1,-1,-1
0,18,52,200,-1,-1,-1,-1
0,25,200,-1,-1,-1,-1,-1
0,18,46,131,167,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,41,200,-1,-1,-1,-1,-1
0,17,35,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,19,26,86,107,-1,-1,-1
0,11,24,43,63,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,19,34,200,-1,-1,-1,-1
0,31,62,74,-1,-1,-1,-1
