x1,x2,x3,x4,x5,x6,x7,x8
0,85,108,200,-1,-1,-1,-1
0,10,18,108,131,-1,-1,-1
0,69,89,117,151,-1,-1,-1
0,47,79,169,187,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,6,28,88,97,-1,-1,-1
0,12,46,96,115,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,26,61,200,-1,-1,-1,-1
0,11,57,79,-1,-1,-1,-1
0,23,49,95,143,-1,-1,-1
0,49,67,97,113,-1,-1,-1
0,45,54,135,143,-1,-1,-1
0,104,129,200,-1,-1,-1,-1
0,54,93,200,-1,-1,-1,-1
0,82,109,200,-1,-1,-1,-1
0,5,30,74,-1,-1,-1,-1
0,20,41,62,-1,-1,-1,-1
0,97,109,139,162,-1,-1,-1
0,22,61,104,127,-1,-1,-1
0,23,45,200,-1,-1,-1,-1
0,17,74,87,-1,-1,-1,-1
0,13,54,-1,-1,-1,-1,-1
0,25,42,73,104,-1,-1,-1
0,72,83,200,-1,-1,-1,-1
0,103,112,141,145,-1,-1,-1
0,55,61,99,121,-1,-1,-1
0,70,88,111,130,-1,-1,-1
0,10,38,200,-1,-1,-1,-1
0,38,51,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,41,55,80,92,-1,-1,-1
0,17,42,80,-1,-1,-1,-1
0,13,26,58,-1,-1,-1,-1
0,154,191,200,-1,-1,-1,-1
0,66,74,200,-1,-1,-1,-1
0,60,83,137,157,-1,-1,-1
0,38,57,70,99,-1,-1,-1
0,15,27,61,82,-1,-1,-1
0,17,45,126,141,-1,-1,-1
0,7,29,87,107,-1,-1,-1
0,23,200,-1,-1,-1,-1,-1
0,21,52,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,28,48,200,-1,-1,-1,-1
0,32,44,200,-1,-1,-1,-1
0,35,59,112,126,-1,-1,-1
0,37,62,88,135,-1,-1,-1
0,16,30,96,119,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,32,44,71,-1,-1,-1,-1
0,96,115,-1,-1,-1,-1,-1
0,39,50,200,-1,-1,-1,-1
0,34,200,-1,-1,-1,-1,-1
0,39,76,83,-1,-1,-1,-1
0,44,76,92,128,-1,-1,-1
0,68,85,103,122,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,33,56,200,-1,-1,-1,-1
0,32,58,80,-1,-1,-1,-1
0,61,98,-1,-1,-1,-1,-1
0,96,134,-1,-1,-1,-1,-1
0,51,81,139,169,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,100,119,168,177,-1,-1,-1
0,49,84,111,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,32,50,64,-1,-1,-1,-1
0,98,126,-1,-1,-1,-1,-1
0,11,31,52,-1,-1,-1,-1
0,20,200,-1,-1,-1,-1,-1
0,28,-1,-1,-1,-1,-1,-1
0,89,98,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,20,32,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,63,91,-1,-1,-1,-1,-1
0,22,40,58,-1,-1,-1,-1
0,20,45,78,100,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,43,61,97,-1,-1,-1,-1
0,10,34,50,80,-1,-1,-1
0,42,84,107,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,51,87,200,-1,-1,-1,-1
0,16,38,129,155,-1,-1,-1
0,18,59,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,82,109,200,-1,-1,-1,-1
0,25,56,200,-1,-1,-1,-1
0,99,117,200,-1,-1,-1,-1
0,106,125,-1,-1,-1,-1,-1
0,15,28,200,-1,-1,-1,-1
0,12,42,57,-1,-1,-1,-1
0,76,103,200,-1,-1,-1,-1
0,44,63,200,-1,-1,-1,-1
0,47,58,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,28,67,82,-1,-1,-1,-1
0,28,51,131,149,-1,-1,-1
0,44,71,126,139,-1,-1,-1
0,38,61,-1,-1,-1,-1,-1
0,25,47,76,95,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,94,100,200,-1,-1,-1,-1
0,74,101,-1,-1,-1,-1,-1
0,34,43,88,112,-1,-1,-1
0,25,30,48,-1,-1,-1,-1
0,23,69,95,-1,-1,-1,-1
0,20,48,200,-1,-1,-1,-1
0,19,148,175,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,28,49,70,103,-1,-1,-1
0,49,-1,-1,-1,-1,-1,-1
0,30,65,200,-1,-1,-1,-1
0,22,114,136,-1,-1,-1,-1
0,80,107,-1,-1,-1,-1,-1
0,51,81,95,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,69,107,151,173,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,14,21,62,85,-1,-1,-1
0,48,93,119,-1,-1,-1,-1
0,39,60,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,9,47,71,-1,-1,-1,-1
0,52,87,200,-1,-1,-1,-1
0,128,145,200,-1,-1,-1,-1
0,19,45,-1,-1,-1,-1,-1
0,34,45,72,85,-1,-1,-1
0,6,92,116,-1,-1,-1,-1
0,110,118,200,-1,-1,-1,-1
0,83,101,119,141,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,29,60,99,124,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,22,36,200,-1,-1,-1,-1
0,52,72,200,-1,-1,-1,-1
0,9,34,112,136,-1,-1,-1
0,31,104,139,-1,-1,-1,-1
0,10,33,-1,-1,-1,-1,-1
0,29,67,94,125,-1,-1,-1
0,33,57,104,125,-1,-1,-1
0,37,83,103,-1,-1,-1,-1
0,19,34,200,-1,-1,-1,-1
0,34,66,166,195,-1,-1,-1
0,5,33,45,66,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,39,47,87,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,16,43,97,139,-1,-1,-1
0,20,49,200,-1,-1,-1,-1
0,25,200,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,23,33,44,-1,-1,-1,-1
0,37,59,71,-1,-1,-1,-1
0,95,118,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,49,72,94,122,-1,-1,-1
0,142,165,200,-1,-1,-1,-1
0,12,37,102,123,-1,-1,-1
0,112,114,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,148,173,200,-1,-1,-1,-1
0,26,200,-1,-1,-1,-1,-1
0,12,69,97,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,12,35,84,99,-1,-1,-1
0,30,45,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,24,43,69,-1,-1,-1,-1
0,40,61,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,7,22,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,54,61,200,-1,-1,-1,-1
0,115,131,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,24,130,158,-1,-1,-1,-1
0,52,82,94,107,-1,-1,-1
0,60,78,200,-1,-1,-1,-1
0,35,49,106,118,-1,-1,-1
0,17,27,142,160,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,22,42,58,88,-1,-1,-1
0,120,149,200,-1,-1,-1,-1
0,17,53,77,-1,-1,-1,-1
0,33,53,152,170,-1,-1,-1
0,102,116,200,-1,-1,-1,-1
0,14,120,138,-1,-1,-1,-1
0,21,37,80,97,-1,-1,-1
0,52,79,-1,-1,-1,-1,-1
0,34,59,200,-1,-1,-1,-1
0,17,51,94,-1,-1,-1,-1
0,18,34,-1,-1,-1,-1,-1
0,25,46,59,74,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,51,74,200,-1,-1,-1,-1
0,148,175,200,-1,-1,-1,-1
0,103,125,164,-1,-1,-1,-1
0,17,46,95,124,-1,-1,-1
0,24,146,164,-1,-1,-1,-1
0,57,72,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,139,152,167,-1,-1,-1,-1
0,10,60,80,-1,-1,-1,-1
0,8,17,23,33,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,27,50,-1,-1,-1,-1,-1
0,162,175,200,-1,-1,-1,-1
0,29,38,49,71,-1,-1,-1
0,20,200,-1,-1,-1,-1,-1
0,138,157,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,59,85,200,-1,-1,-1,-1
0,14,41,74,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,61,104,117,-1,-1,-1,-1
0,15,30,53,-1,-1,-1,-1
0,14,152,166,-1,-1,-1,-1
0,102,110,117,152,-1,-1,-1
0,21,43,200,-1,-1,-1,-1
0,32,57,200,-1,-1,-1,-1
0,21,36,83,109,-1,-1,-1
0,11,57,112,149,-1,-1,-1
0,13,30,108,136,-1,-1,-1
0,17,36,47,-1,-1,-1,-1
0,62,95,200,-1,-1,-1,-1
0,12,24,43,79,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,25,58,112,127,-1,-1,-1
0,36,55,114,126,-1,-1,-1
0,16,41,200,-1,-1,-1,-1
0,21,99,120,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,27,33,76,92,-1,-1,-1
0,9,25,43,-1,-1,-1,-1
0,93,108,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,28,46,155,170,-1,-1,-1
0,68,113,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,75,88,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,113,144,200,-1,-1,-1,-1
0,16,31,116,137,-1,-1,-1
0,49,66,97,129,-1,-1,-1
0,32,65,107,124,-1,-1,-1
0,116,142,167,-1,-1,-1,-1
0,53,77,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,26,52,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,25,33,56,-1,-1,-1,-1
0,77,107,132,163,-1,-1,-1
0,111,142,200,-1,-1,-1,-1
0,52,72,173,200,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,34,200,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,44,81,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,15,31,200,-1,-1,-1,-1
0,28,35,60,-1,-1,-1,-1
