x1,x2,x3,x4,x5,x6,x7,x8
0,8,35,200,-1,-1,-1,-1
0,27,40,-1,-1,-1,-1,-1
0,25,107,119,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,5,19,59,86,-1,-1,-1
0,17,36,79,85,-1,-1,-1
0,15,20,200,-1,-1,-1,-1
0,23,200,-1,-1,-1,-1,-1
0,5,23,53,65,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,29,57,200,-1,-1,-1,-1
0,3,46,80,-1,-1,-1,-1
0,56,72,200,-1,-1,-1,-1
0,55,87,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,64,85,93,105,-1,-1,-1
0,20,69,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,63,80,139,161,-1,-1,-1
0,81,96,200,-1,-1,-1,-1
0,15,58,-1,-1,-1,-1,-1
0,37,200,-1,-1,-1,-1,-1
0,56,79,127,151,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,41,67,126,168,-1,-1,-1
0,157,177,200,-1,-1,-1,-1
0,41,86,-1,-1,-1,-1,-1
0,92,104,200,-1,-1,-1,-1
0,87,114,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,19,39,74,90,-1,-1,-1
0,23,34,95,118,-1,-1,-1
0,20,43,70,114,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,23,33,48,77,-1,-1,-1
0,30,58,112,141,-1,-1,-1
0,10,38,61,-1,-1,-1,-1
0,69,94,151,171,-1,-1,-1
0,32,48,56,80,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,10,19,200,-1,-1,-1,-1
0,28,52,-1,-1,-1,-1,-1
0,71,99,200,-1,-1,-1,-1
0,35,51,-1,-1,-1,-1,-1
0,17,27,200,-1,-1,-1,-1
0,25,58,110,137,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,51,88,97,115,-1,-1,-1
0,25,41,200,-1,-1,-1,-1
0,47,97,200,-1,-1,-1,-1
0,14,41,67,109,-1,-1,-1
0,45,73,200,-1,-1,-1,-1
0,9,32,163,196,-1,-1,-1
0,13,50,83,-1,-1,-1,-1
0,163,192,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,50,76,97,105,-1,-1,-1
0,43,57,64,90,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,19,70,200,-1,-1,-1,-1
0,83,114,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,38,-1,-1,-1,-1,-1,-1
0,23,43,66,-1,-1,-1,-1
0,66,88,200,-1,-1,-1,-1
0,74,81,86,112,-1,-1,-1
0,131,160,200,-1,-1,-1,-1
0,13,27,46,65,-1,-1,-1
0,59,89,130,155,-1,-1,-1
0,32,50,200,-1,-1,-1,-1
