x1,x2,x3,x4,x5,x6,x7,x8
0,4,31,101,120,-1,-1,-1
0,89,102,121,128,-1,-1,-1
0,35,68,200,-1,-1,-1,-1
0,96,115,200,-1,-1,-1,-1
0,57,86,133,166,-1,-1,-1
0,42,65,94,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,23,34,72,-1,-1,-1,-1
0,62,90,200,-1,-1,-1,-1
0,14,41,-1,-1,-1,-1,-1
0,21,200,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,16,37,62,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,30,136,162,-1,-1,-1,-1
0,57,80,107,110,-1,-1,-1
0,30,52,90,98,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,28,44,54,69,-1,-1,-1
0,38,50,73,98,-1,-1,-1
0,24,39,200,-1,-1,-1,-1
0,129,149,200,-1,-1,-1,-1
0,81,98,117,160,-1,-1,-1
0,102,125,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,35,55,67,103,-1,-1,-1
0,90,115,172,195,-1,-1,-1
0,110,124,200,-1,-1,-1,-1
0,18,40,65,-1,-1,-1,-1
0,25,36,200,-1,-1,-1,-1
0,68,86,101,124,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,17,41,65,76,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,8,43,-1,-1,-1,-1,-1
0,16,37,200,-1,-1,-1,-1
0,28,46,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,86,112,-1,-1,-1,-1,-1
0,52,57,200,-1,-1,-1,-1
0,21,36,108,158,-1,-1,-1
0,134,156,200,-1,-1,-1,-1
0,27,44,102,114,-1,-1,-1
0,15,33,92,121,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,41,200,-1,-1,-1,-1,-1
0,14,25,41,54,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,12,27,68,78,-1,-1,-1
0,30,45,59,87,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,25,200,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,58,81,135,161,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,26,50,-1,-1,-1,-1,-1
0,21,66,161,181,-1,-1,-1
0,23,45,70,-1,-1,-1,-1
0,96,104,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,30,74,79,94,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,65,74,122,137,-1,-1,-1
0,31,40,105,126,-1,-1,-1
0,24,84,100,-1,-1,-1,-1
0,69,87,145,154,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,82,105,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,56,81,-1,-1,-1,-1,-1
0,9,113,134,-1,-1,-1,-1
0,33,141,151,-1,-1,-1,-1
0,65,85,101,134,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,63,92,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,11,21,200,-1,-1,-1,-1
0,7,49,93,104,-1,-1,-1
0,19,61,200,-1,-1,-1,-1
0,81,106,200,-1,-1,-1,-1
0,21,30,-1,-1,-1,-1,-1
0,71,94,200,-1,-1,-1,-1
0,25,200,-1,-1,-1,-1,-1
0,25,102,132,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,10,122,131,-1,-1,-1,-1
0,16,28,49,64,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,13,52,66,79,-1,-1,-1
0,102,114,137,-1,-1,-1,-1
0,17,29,64,94,-1,-1,-1
0,26,59,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,34,61,90,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,24,36,52,74,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,57,84,104,-1,-1,-1,-1
0,81,110,148,165,-1,-1,-1
0,87,109,200,-1,-1,-1,-1
0,50,68,97,117,-1,-1,-1
0,39,52,94,112,-1,-1,-1
0,23,54,86,-1,-1,-1,-1
0,18,117,134,-1,-1,-1,-1
0,20,56,71,-1,-1,-1,-1
0,97,122,200,-1,-1,-1,-1
0,76,102,108,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,14,39,200,-1,-1,-1,-1
0,60,74,114,124,-1,-1,-1
0,23,54,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,41,60,79,-1,-1,-1,-1
0,21,48,57,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,3,27,39,67,-1,-1,-1
0,17,130,137,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,30,52,64,84,-1,-1,-1
0,198,200,-1,-1,-1,-1,-1
0,9,26,75,88,-1,-1,-1
0,57,89,101,129,-1,-1,-1
0,99,127,157,-1,-1,-1,-1
0,93,132,-1,-1,-1,-1,-1
0,129,163,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,40,200,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,23,60,84,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,18,76,99,-1,-1,-1,-1
0,77,116,200,-1,-1,-1,-1
0,11,23,88,113,-1,-1,-1
0,37,45,88,113,-1,-1,-1
0,24,32,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,22,200,-1,-1,-1,-1,-1
0,40,54,200,-1,-1,-1,-1
0,78,104,148,186,-1,-1,-1
0,34,68,-1,-1,-1,-1,-1
0,37,52,-1,-1,-1,-1,-1
0,128,154,200,-1,-1,-1,-1
0,24,54,92,-1,-1,-1,-1
0,23,47,128,139,-1,-1,-1
0,148,178,185,200,-1,-1,-1
0,42,65,126,135,-1,-1,-1
0,123,131,200,-1,-1,-1,-1
0,39,68,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,31,49,105,140,-1,-1,-1
0,34,53,76,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,25,63,80,-1,-1,-1,-1
0,30,72,111,-1,-1,-1,-1
0,37,67,200,-1,-1,-1,-1
0,5,28,58,72,-1,-1,-1
0,124,144,182,200,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,52,81,-1,-1,-1,-1,-1
0,31,46,64,-1,-1,-1,-1
0,24,49,85,116,-1,-1,-1
0,22,37,130,158,-1,-1,-1
0,34,49,68,-1,-1,-1,-1
0,62,82,105,-1,-1,-1,-1
0,11,107,124,-1,-1,-1,-1
0,65,116,128,-1,-1,-1,-1
0,25,50,81,-1,-1,-1,-1
0,78,96,112,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,37,46,82,-1,-1,-1,-1
0,47,70,88,114,-1,-1,-1
0,30,200,-1,-1,-1,-1,-1
0,50,64,152,177,-1,-1,-1
0,80,93,200,-1,-1,-1,-1
0,29,65,80,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,35,200,-1,-1,-1,-1,-1
0,105,128,-1,-1,-1,-1,-1
0,42,63,96,127,-1,-1,-1
0,13,40,200,-1,-1,-1,-1
0,135,154,163,180,-1,-1,-1
0,155,165,200,-1,-1,-1,-1
0,23,58,88,112,-1,-1,-1
0,99,125,200,-1,-1,-1,-1
0,26,65,118,121,-1,-1,-1
0,13,56,137,163,-1,-1,-1
0,98,112,-1,-1,-1,-1,-1
0,23,54,-1,-1,-1,-1,-1
0,9,19,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,29,63,200,-1,-1,-1,-1
0,34,48,59,100,-1,-1,-1
0,24,47,200,-1,-1,-1,-1
0,15,34,63,-1,-1,-1,-1
0,14,200,-1,-1,-1,-1,-1
0,19,34,200,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,39,58,200,-1,-1,-1,-1
0,143,160,200,-1,-1,-1,-1
0,56,86,114,129,-1,-1,-1
0,45,104,112,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1
