x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,119,134,160,177,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,42,66,143,160,-1,-1,-1,-1,-1,-1,-1
0,14,33,82,99,-1,-1,-1,-1,-1,-1,-1
0,44,60,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,25,108,153,-1,-1,-1,-1,-1,-1,-1,-1
0,41,53,173,200,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,26,129,154,-1,-1,-1,-1,-1,-1,-1,-1
0,11,134,159,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,10,45,184,200,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8,34,58,-1,-1,-1,-1,-1,-1,-1,-1
0,171,181,200,-1,-1,-1,-1,-1,-1,-1,-1
0,12,31,200,-1,-1,-1,-1,-1,-1,-1,-1
0,23,38,187,200,-1,-1,-1,-1,-1,-1,-1
0,32,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,6,26,38,70,-1,-1,-1,-1,-1,-1,-1
0,120,144,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,43,66,96,-1,-1,-1,-1,-1,-1,-1,-1
0,21,59,102,112,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,14,85,117,-1,-1,-1,-1,-1,-1,-1,-1
0,16,57,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13,29,55,-1,-1,-1,-1,-1,-1,-1,-1
0,17,166,199,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,37,57,200,-1,-1,-1,-1,-1,-1,-1,-1
0,34,79,93,-1,-1,-1,-1,-1,-1,-1,-1
0,38,50,170,200,-1,-1,-1,-1,-1,-1,-1
0,17,73,99,-1,-1,-1,-1,-1,-1,-1,-1
0,11,159,182,-1,-1,-1,-1,-1,-1,-1,-1
0,6,37,174,193,-1,-1,-1,-1,-1,-1,-1
0,85,97,200,-1,-1,-1,-1,-1,-1,-1,-1
0,91,137,176,200,-1,-1,-1,-1,-1,-1,-1
0,132,157,200,-1,-1,-1,-1,-1,-1,-1,-1
0,17,27,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,19,160,175,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,59,88,163,182,-1,-1,-1,-1,-1,-1,-1
0,22,45,100,108,-1,-1,-1,-1,-1,-1,-1
0,8,36,72,98,-1,-1,-1,-1,-1,-1,-1
0,18,35,145,187,-1,-1,-1,-1,-1,-1,-1
0,35,98,114,-1,-1,-1,-1,-1,-1,-1,-1
0,79,118,147,-1,-1,-1,-1,-1,-1,-1,-1
0,156,185,200,-1,-1,-1,-1,-1,-1,-1,-1
0,4,35,200,-1,-1,-1,-1,-1,-1,-1,-1
0,33,64,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,148,174,200,-1,-1,-1,-1,-1,-1,-1,-1
0,182,190,200,-1,-1,-1,-1,-1,-1,-1,-1
0,14,94,111,-1,-1,-1,-1,-1,-1,-1,-1
0,27,162,181,-1,-1,-1,-1,-1,-1,-1,-1
0,100,126,200,-1,-1,-1,-1,-1,-1,-1,-1
0,26,34,54,-1,-1,-1,-1,-1,-1,-1,-1
0,157,184,196,-1,-1,-1,-1,-1,-1,-1,-1
0,24,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,75,95,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,34,62,71,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,47,58,183,194,-1,-1,-1,-1,-1,-1,-1
0,20,51,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,31,88,114,-1,-1,-1,-1,-1,-1,-1,-1
0,10,26,200,-1,-1,-1,-1,-1,-1,-1,-1
0,18,29,186,200,-1,-1,-1,-1,-1,-1,-1
0,17,191,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,34,185,200,-1,-1,-1,-1,-1,-1,-1,-1
0,16,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,25,153,166,-1,-1,-1,-1,-1,-1,-1,-1
0,21,47,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,19,163,177,-1,-1,-1,-1,-1,-1,-1,-1
0,81,116,170,198,-1,-1,-1,-1,-1,-1,-1
0,13,150,165,-1,-1,-1,-1,-1,-1,-1,-1
0,95,116,142,153,-1,-1,-1,-1,-1,-1,-1
0,31,62,161,188,-1,-1,-1,-1,-1,-1,-1
0,15,123,147,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,52,74,200,-1,-1,-1,-1,-1,-1,-1,-1
0,14,45,99,132,-1,-1,-1,-1,-1,-1,-1
0,28,189,200,-1,-1,-1,-1,-1,-1,-1,-1
0,8,31,200,-1,-1,-1,-1,-1,-1,-1,-1
0,65,68,160,185,-1,-1,-1,-1,-1,-1,-1
0,49,185,200,-1,-1,-1,-1,-1,-1,-1,-1
0,27,52,133,172,-1,-1,-1,-1,-1,-1,-1
0,24,71,90,-1,-1,-1,-1,-1,-1,-1,-1
0,6,39,71,83,-1,-1,-1,-1,-1,-1,-1
0,14,167,179,-1,-1,-1,-1,-1,-1,-1,-1
0,42,53,118,143,-1,-1,-1,-1,-1,-1,-1
0,20,189,200,-1,-1,-1,-1,-1,-1,-1,-1
0,170,196,200,-1,-1,-1,-1,-1,-1,-1,-1
0,41,62,88,-1,-1,-1,-1,-1,-1,-1,-1
0,15,41,54,67,-1,-1,-1,-1,-1,-1,-1
0,20,147,167,-1,-1,-1,-1,-1,-1,-1,-1
0,21,102,121,-1,-1,-1,-1,-1,-1,-1,-1
0,10,28,137,162,-1,-1,-1,-1,-1,-1,-1
0,11,134,162,-1,-1,-1,-1,-1,-1,-1,-1
0,71,101,144,164,-1,-1,-1,-1,-1,-1,-1
0,13,18,200,-1,-1,-1,-1,-1,-1,-1,-1
0,19,129,149,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,41,156,189,-1,-1,-1,-1,-1,-1,-1,-1
0,24,63,160,180,-1,-1,-1,-1,-1,-1,-1
0,10,28,193,200,-1,-1,-1,-1,-1,-1,-1
0,97,118,147,175,-1,-1,-1,-1,-1,-1,-1
0,6,33,200,-1,-1,-1,-1,-1,-1,-1,-1
0,20,35,136,153,-1,-1,-1,-1,-1,-1,-1
0,9,31,53,81,-1,-1,-1,-1,-1,-1,-1
0,8,35,65,-1,-1,-1,-1,-1,-1,-1,-1
0,9,43,68,-1,-1,-1,-1,-1,-1,-1,-1
0,89,116,132,143,-1,-1,-1,-1,-1,-1,-1
0,24,59,200,-1,-1,-1,-1,-1,-1,-1,-1
0,22,32,156,161,-1,-1,-1,-1,-1,-1,-1
0,12,29,200,-1,-1,-1,-1,-1,-1,-1,-1
0,25,159,187,-1,-1,-1,-1,-1,-1,-1,-1
0,6,41,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,47,82,103,149,-1,-1,-1,-1,-1,-1,-1
0,29,48,200,-1,-1,-1,-1,-1,-1,-1,-1
0,140,174,196,-1,-1,-1,-1,-1,-1,-1,-1
0,29,64,103,-1,-1,-1,-1,-1,-1,-1,-1
0,24,79,109,-1,-1,-1,-1,-1,-1,-1,-1
0,20,93,124,-1,-1,-1,-1,-1,-1,-1,-1
0,187,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11,32,128,135,-1,-1,-1,-1,-1,-1,-1
0,7,37,143,186,-1,-1,-1,-1,-1,-1,-1
0,5,24,156,179,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,26,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,22,41,110,137,-1,-1,-1,-1,-1,-1,-1
0,31,84,100,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,27,74,93,-1,-1,-1,-1,-1,-1,-1,-1
0,8,18,78,96,-1,-1,-1,-1,-1,-1,-1
0,72,100,164,200,-1,-1,-1,-1,-1,-1,-1
0,7,52,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,19,123,157,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,33,60,200,-1,-1,-1,-1,-1,-1,-1,-1
0,11,45,112,135,-1,-1,-1,-1,-1,-1,-1
0,20,160,176,-1,-1,-1,-1,-1,-1,-1,-1
0,15,98,117,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8,66,107,-1,-1,-1,-1,-1,-1,-1,-1
0,18,47,130,148,-1,-1,-1,-1,-1,-1,-1
