x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,26,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,167,189,200,-1,-1,-1,-1,-1,-1,-1,-1
0,73,105,161,193,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,17,48,114,144,-1,-1,-1,-1,-1,-1,-1
0,103,115,131,-1,-1,-1,-1,-1,-1,-1,-1
0,24,74,84,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,5,63,69,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,33,67,121,145,-1,-1,-1,-1,-1,-1,-1
0,19,39,46,-1,-1,-1,-1,-1,-1,-1,-1
0,23,41,57,69,-1,-1,-1,-1,-1,-1,-1
0,19,35,200,-1,-1,-1,-1,-1,-1,-1,-1
0,2,33,192,200,-1,-1,-1,-1,-1,-1,-1
0,27,136,150,-1,-1,-1,-1,-1,-1,-1,-1
0,34,55,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,26,62,200,-1,-1,-1,-1,-1,-1,-1,-1
0,25,137,147,-1,-1,-1,-1,-1,-1,-1,-1
0,34,95,99,-1,-1,-1,-1,-1,-1,-1,-1
0,44,72,94,125,-1,-1,-1,-1,-1,-1,-1
0,130,152,200,-1,-1,-1,-1,-1,-1,-1,-1
0,27,129,138,-1,-1,-1,-1,-1,-1,-1,-1
0,18,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,18,61,155,198,-1,-1,-1,-1,-1,-1,-1
0,51,75,179,197,-1,-1,-1,-1,-1,-1,-1
0,63,74,200,-1,-1,-1,-1,-1,-1,-1,-1
0,13,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,26,64,88,-1,-1,-1,-1,-1,-1,-1,-1
0,30,169,194,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,14,114,128,-1,-1,-1,-1,-1,-1,-1,-1
0,19,77,99,-1,-1,-1,-1,-1,-1,-1,-1
0,4,119,148,-1,-1,-1,-1,-1,-1,-1,-1
0,45,84,200,-1,-1,-1,-1,-1,-1,-1,-1
0,13,98,111,-1,-1,-1,-1,-1,-1,-1,-1
0,9,14,143,170,-1,-1,-1,-1,-1,-1,-1
0,22,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,43,60,185,199,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,26,174,186,-1,-1,-1,-1,-1,-1,-1,-1
0,17,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8,105,124,-1,-1,-1,-1,-1,-1,-1,-1
0,13,31,125,137,-1,-1,-1,-1,-1,-1,-1
0,121,154,200,-1,-1,-1,-1,-1,-1,-1,-1
0,14,70,156,178,-1,-1,-1,-1,-1,-1,-1
0,61,66,142,167,-1,-1,-1,-1,-1,-1,-1
0,9,22,200,-1,-1,-1,-1,-1,-1,-1,-1
0,49,55,200,-1,-1,-1,-1,-1,-1,-1,-1
0,33,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,29,58,84,-1,-1,-1,-1,-1,-1,-1,-1
0,23,32,200,-1,-1,-1,-1,-1,-1,-1,-1
0,19,52,74,88,-1,-1,-1,-1,-1,-1,-1
0,156,177,182,193,-1,-1,-1,-1,-1,-1,-1
0,63,81,136,157,-1,-1,-1,-1,-1,-1,-1
0,24,37,200,-1,-1,-1,-1,-1,-1,-1,-1
0,9,33,122,152,-1,-1,-1,-1,-1,-1,-1
0,33,91,105,-1,-1,-1,-1,-1,-1,-1,-1
0,67,87,114,141,-1,-1,-1,-1,-1,-1,-1
0,22,34,101,116,-1,-1,-1,-1,-1,-1,-1
0,99,112,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,40,57,86,105,-1,-1,-1,-1,-1,-1,-1
0,18,120,129,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,30,54,92,98,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,53,94,172,196,-1,-1,-1,-1,-1,-1,-1
0,37,51,122,165,-1,-1,-1,-1,-1,-1,-1
0,37,67,88,114,-1,-1,-1,-1,-1,-1,-1
0,31,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,9,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,29,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,34,57,130,142,-1,-1,-1,-1,-1,-1,-1
0,44,53,174,192,-1,-1,-1,-1,-1,-1,-1
0,49,73,116,133,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,99,150,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11,29,200,-1,-1,-1,-1,-1,-1,-1,-1
0,14,44,157,171,-1,-1,-1,-1,-1,-1,-1
0,12,39,103,118,-1,-1,-1,-1,-1,-1,-1
0,27,37,150,161,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,5,125,158,-1,-1,-1,-1,-1,-1,-1,-1
0,59,86,200,-1,-1,-1,-1,-1,-1,-1,-1
0,67,101,183,200,-1,-1,-1,-1,-1,-1,-1
0,41,53,138,156,-1,-1,-1,-1,-1,-1,-1
0,63,77,200,-1,-1,-1,-1,-1,-1,-1,-1
0,64,77,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,20,58,186,196,-1,-1,-1,-1,-1,-1,-1
0,25,33,200,-1,-1,-1,-1,-1,-1,-1,-1
0,21,112,129,-1,-1,-1,-1,-1,-1,-1,-1
0,185,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,56,95,200,-1,-1,-1,-1,-1,-1,-1,-1
0,4,28,122,153,-1,-1,-1,-1,-1,-1,-1
0,33,158,180,-1,-1,-1,-1,-1,-1,-1,-1
0,32,62,182,200,-1,-1,-1,-1,-1,-1,-1
0,51,56,159,179,-1,-1,-1,-1,-1,-1,-1
0,16,121,146,-1,-1,-1,-1,-1,-1,-1,-1
0,83,108,118,144,-1,-1,-1,-1,-1,-1,-1
0,21,164,193,-1,-1,-1,-1,-1,-1,-1,-1
0,26,49,129,169,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,36,49,98,127,-1,-1,-1,-1,-1,-1,-1
0,18,177,199,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11,58,74,-1,-1,-1,-1,-1,-1,-1,-1
0,27,198,200,-1,-1,-1,-1,-1,-1,-1,-1
0,19,103,120,-1,-1,-1,-1,-1,-1,-1,-1
0,38,73,146,163,-1,-1,-1,-1,-1,-1,-1
0,50,87,116,151,-1,-1,-1,-1,-1,-1,-1
0,25,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8,46,200,-1,-1,-1,-1,-1,-1,-1,-1
0,28,141,149,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,10,138,161,-1,-1,-1,-1,-1,-1,-1,-1
0,16,24,200,-1,-1,-1,-1,-1,-1,-1,-1
0,20,55,74,-1,-1,-1,-1,-1,-1,-1,-1
0,24,58,88,-1,-1,-1,-1,-1,-1,-1,-1
0,19,92,143,-1,-1,-1,-1,-1,-1,-1,-1
