x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,17,55,70,-1,-1,-1,-1,-1,-1,-1,-1
0,34,56,76,90,-1,-1,-1,-1,-1,-1,-1
0,112,132,184,200,-1,-1,-1,-1,-1,-1,-1
0,18,162,176,-1,-1,-1,-1,-1,-1,-1,-1
0,35,55,72,96,-1,-1,-1,-1,-1,-1,-1
0,44,60,167,181,-1,-1,-1,-1,-1,-1,-1
0,34,43,200,-1,-1,-1,-1,-1,-1,-1,-1
0,3,30,114,150,-1,-1,-1,-1,-1,-1,-1
0,66,80,142,160,-1,-1,-1,-1,-1,-1,-1
0,59,85,96,-1,-1,-1,-1,-1,-1,-1,-1
0,105,144,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,21,39,66,-1,-1,-1,-1,-1,-1,-1,-1
0,108,132,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,30,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,22,55,157,189,-1,-1,-1,-1,-1,-1,-1
0,63,73,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,31,45,178,192,-1,-1,-1,-1,-1,-1,-1
0,15,86,99,-1,-1,-1,-1,-1,-1,-1,-1
0,100,141,164,179,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,9,169,179,-1,-1,-1,-1,-1,-1,-1,-1
0,25,58,69,-1,-1,-1,-1,-1,-1,-1,-1
0,159,174,200,-1,-1,-1,-1,-1,-1,-1,-1
0,63,75,94,-1,-1,-1,-1,-1,-1,-1,-1
0,86,124,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,104,137,200,-1,-1,-1,-1,-1,-1,-1,-1
0,17,188,200,-1,-1,-1,-1,-1,-1,-1,-1
0,23,43,89,102,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,23,48,174,194,-1,-1,-1,-1,-1,-1,-1
0,25,87,115,-1,-1,-1,-1,-1,-1,-1,-1
0,108,133,196,200,-1,-1,-1,-1,-1,-1,-1
0,52,59,143,165,-1,-1,-1,-1,-1,-1,-1
0,26,47,200,-1,-1,-1,-1,-1,-1,-1,-1
0,36,165,188,-1,-1,-1,-1,-1,-1,-1,-1
0,18,104,111,-1,-1,-1,-1,-1,-1,-1,-1
0,33,52,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,15,117,142,-1,-1,-1,-1,-1,-1,-1,-1
0,17,77,90,-1,-1,-1,-1,-1,-1,-1,-1
0,32,166,184,-1,-1,-1,-1,-1,-1,-1,-1
0,12,39,200,-1,-1,-1,-1,-1,-1,-1,-1
0,185,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,25,50,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,35,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,42,57,200,-1,-1,-1,-1,-1,-1,-1,-1
0,16,126,137,-1,-1,-1,-1,-1,-1,-1,-1
0,19,111,137,-1,-1,-1,-1,-1,-1,-1,-1
0,112,121,189,200,-1,-1,-1,-1,-1,-1,-1
0,32,44,89,117,-1,-1,-1,-1,-1,-1,-1
0,24,33,200,-1,-1,-1,-1,-1,-1,-1,-1
0,39,63,93,101,-1,-1,-1,-1,-1,-1,-1
0,27,59,102,142,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,61,75,128,148,-1,-1,-1,-1,-1,-1,-1
0,61,97,119,153,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,59,80,200,-1,-1,-1,-1,-1,-1,-1,-1
0,4,14,200,-1,-1,-1,-1,-1,-1,-1,-1
0,122,164,170,-1,-1,-1,-1,-1,-1,-1,-1
0,31,140,161,-1,-1,-1,-1,-1,-1,-1,-1
0,59,82,103,121,-1,-1,-1,-1,-1,-1,-1
0,18,156,178,-1,-1,-1,-1,-1,-1,-1,-1
0,69,109,200,-1,-1,-1,-1,-1,-1,-1,-1
0,33,196,200,-1,-1,-1,-1,-1,-1,-1,-1
0,88,98,200,-1,-1,-1,-1,-1,-1,-1,-1
0,104,142,157,173,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,32,54,200,-1,-1,-1,-1,-1,-1,-1,-1
0,140,162,187,200,-1,-1,-1,-1,-1,-1,-1
0,13,44,129,152,-1,-1,-1,-1,-1,-1,-1
0,39,61,152,169,-1,-1,-1,-1,-1,-1,-1
0,48,63,164,190,-1,-1,-1,-1,-1,-1,-1
0,45,86,127,153,-1,-1,-1,-1,-1,-1,-1
0,52,69,156,172,-1,-1,-1,-1,-1,-1,-1
0,18,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,25,50,80,96,-1,-1,-1,-1,-1,-1,-1
0,13,29,200,-1,-1,-1,-1,-1,-1,-1,-1
0,15,125,153,-1,-1,-1,-1,-1,-1,-1,-1
0,12,26,112,126,-1,-1,-1,-1,-1,-1,-1
0,28,99,111,-1,-1,-1,-1,-1,-1,-1,-1
0,40,45,126,146,-1,-1,-1,-1,-1,-1,-1
0,96,125,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,32,67,91,108,-1,-1,-1,-1,-1,-1,-1
0,39,137,150,-1,-1,-1,-1,-1,-1,-1,-1
0,10,39,134,151,-1,-1,-1,-1,-1,-1,-1
0,35,58,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,23,56,142,179,-1,-1,-1,-1,-1,-1,-1
0,25,46,59,93,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,10,36,166,189,-1,-1,-1,-1,-1,-1,-1
0,17,178,200,-1,-1,-1,-1,-1,-1,-1,-1
0,40,97,136,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,54,64,146,192,-1,-1,-1,-1,-1,-1,-1
0,17,51,137,170,-1,-1,-1,-1,-1,-1,-1
0,66,83,133,160,-1,-1,-1,-1,-1,-1,-1
0,146,155,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,15,146,155,-1,-1,-1,-1,-1,-1,-1,-1
0,30,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,20,106,144,-1,-1,-1,-1,-1,-1,-1,-1
0,48,183,195,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,107,123,157,178,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,118,148,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,7,19,180,200,-1,-1,-1,-1,-1,-1,-1
0,14,134,144,-1,-1,-1,-1,-1,-1,-1,-1
0,51,69,181,197,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,24,68,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,20,63,90,-1,-1,-1,-1,-1,-1,-1,-1
0,109,133,162,-1,-1,-1,-1,-1,-1,-1,-1
0,44,70,88,103,-1,-1,-1,-1,-1,-1,-1
0,95,102,115,120,-1,-1,-1,-1,-1,-1,-1
0,9,110,125,-1,-1,-1,-1,-1,-1,-1,-1
0,27,46,200,-1,-1,-1,-1,-1,-1,-1,-1
0,192,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8,74,106,-1,-1,-1,-1,-1,-1,-1,-1
0,27,38,115,141,-1,-1,-1,-1,-1,-1,-1
0,25,48,159,184,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,18,31,149,183,-1,-1,-1,-1,-1,-1,-1
0,41,65,144,162,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,14,37,132,154,-1,-1,-1,-1,-1,-1,-1
0,41,66,200,-1,-1,-1,-1,-1,-1,-1,-1
0,11,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,5,37,133,150,-1,-1,-1,-1,-1,-1,-1
0,16,37,182,200,-1,-1,-1,-1,-1,-1,-1
0,126,148,176,186,-1,-1,-1,-1,-1,-1,-1
0,20,193,200,-1,-1,-1,-1,-1,-1,-1,-1
0,165,187,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,87,125,200,-1,-1,-1,-1,-1,-1,-1,-1
0,47,89,124,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,68,98,200,-1,-1,-1,-1,-1,-1,-1,-1
0,68,78,121,157,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,34,98,111,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,51,82,103,133,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,73,92,200,-1,-1,-1,-1,-1,-1,-1,-1
0,153,183,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,175,192,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,82,101,109,154,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,43,53,200,-1,-1,-1,-1,-1,-1,-1,-1
0,135,160,200,-1,-1,-1,-1,-1,-1,-1,-1
0,14,38,200,-1,-1,-1,-1,-1,-1,-1,-1
0,18,91,115,-1,-1,-1,-1,-1,-1,-1,-1
0,51,76,174,200,-1,-1,-1,-1,-1,-1,-1
0,4,151,163,-1,-1,-1,-1,-1,-1,-1,-1
0,16,183,200,-1,-1,-1,-1,-1,-1,-1,-1
0,42,55,90,116,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,33,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,28,59,164,173,-1,-1,-1,-1,-1,-1,-1
0,81,97,199,200,-1,-1,-1,-1,-1,-1,-1
0,7,80,97,-1,-1,-1,-1,-1,-1,-1,-1
0,16,25,161,184,-1,-1,-1,-1,-1,-1,-1
0,15,21,149,168,-1,-1,-1,-1,-1,-1,-1
0,31,48,194,200,-1,-1,-1,-1,-1,-1,-1
0,23,92,119,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,45,71,162,181,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11,120,140,-1,-1,-1,-1,-1,-1,-1,-1
0,41,103,123,-1,-1,-1,-1,-1,-1,-1,-1
0,23,91,120,-1,-1,-1,-1,-1,-1,-1,-1
0,146,170,186,-1,-1,-1,-1,-1,-1,-1,-1
0,59,85,172,200,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,12,24,84,106,-1,-1,-1,-1,-1,-1,-1
0,11,31,200,-1,-1,-1,-1,-1,-1,-1,-1
0,36,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,10,27,153,192,-1,-1,-1,-1,-1,-1,-1
0,86,102,200,-1,-1,-1,-1,-1,-1,-1,-1
0,40,77,114,-1,-1,-1,-1,-1,-1,-1,-1
0,27,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,134,171,200,-1,-1,-1,-1,-1,-1,-1,-1
0,44,65,200,-1,-1,-1,-1,-1,-1,-1,-1
0,6,48,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,69,93,133,150,-1,-1,-1,-1,-1,-1,-1
0,17,40,143,157,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,61,83,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,127,143,200,-1,-1,-1,-1,-1,-1,-1,-1
0,162,178,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,21,54,73,-1,-1,-1,-1,-1,-1,-1,-1
0,13,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,11,80,95,-1,-1,-1,-1,-1,-1,-1
0,14,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,19,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,30,66,98,143,-1,-1,-1,-1,-1,-1,-1
0,74,107,150,167,-1,-1,-1,-1,-1,-1,-1
0,28,82,108,-1,-1,-1,-1,-1,-1,-1,-1
0,132,157,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,7,108,129,-1,-1,-1,-1,-1,-1,-1,-1
0,30,85,135,-1,-1,-1,-1,-1,-1,-1,-1
0,13,41,48,-1,-1,-1,-1,-1,-1,-1,-1
0,15,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,45,60,91,112,-1,-1,-1,-1,-1,-1,-1
0,19,94,106,-1,-1,-1,-1,-1,-1,-1,-1
0,33,59,160,167,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,20,131,160,-1,-1,-1,-1,-1,-1,-1,-1
0,72,89,103,119,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,42,67,145,165,-1,-1,-1,-1,-1,-1,-1
0,23,37,118,138,-1,-1,-1,-1,-1,-1,-1
0,25,157,179,-1,-1,-1,-1,-1,-1,-1,-1
0,27,51,200,-1,-1,-1,-1,-1,-1,-1,-1
0,22,120,132,-1,-1,-1,-1,-1,-1,-1,-1
0,185,199,200,-1,-1,-1,-1,-1,-1,-1,-1
0,21,51,116,145,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,30,57,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,30,116,135,-1,-1,-1,-1,-1,-1,-1,-1
0,19,169,192,-1,-1,-1,-1,-1,-1,-1,-1
0,13,61,95,-1,-1,-1,-1,-1,-1,-1,-1
0,26,44,112,115,-1,-1,-1,-1,-1,-1,-1
0,4,23,133,149,-1,-1,-1,-1,-1,-1,-1
0,6,22,154,186,-1,-1,-1,-1,-1,-1,-1
0,24,35,68,98,-1,-1,-1,-1,-1,-1,-1
0,65,95,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,33,66,156,179,-1,-1,-1,-1,-1,-1,-1
0,19,37,157,175,-1,-1,-1,-1,-1,-1,-1
0,37,51,135,170,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,10,31,55,-1,-1,-1,-1,-1,-1,-1,-1
0,39,57,152,182,-1,-1,-1,-1,-1,-1,-1
0,91,119,125,158,-1,-1,-1,-1,-1,-1,-1
0,41,154,182,-1,-1,-1,-1,-1,-1,-1,-1
0,75,95,148,179,-1,-1,-1,-1,-1,-1,-1
0,57,81,154,181,-1,-1,-1,-1,-1,-1,-1
0,43,59,91,125,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,149,167,200,-1,-1,-1,-1,-1,-1,-1,-1
0,19,134,153,-1,-1,-1,-1,-1,-1,-1,-1
0,16,142,172,-1,-1,-1,-1,-1,-1,-1,-1
0,38,58,148,154,-1,-1,-1,-1,-1,-1,-1
0,9,31,200,-1,-1,-1,-1,-1,-1,-1,-1
0,9,20,124,156,-1,-1,-1,-1,-1,-1,-1
0,98,111,200,-1,-1,-1,-1,-1,-1,-1,-1
0,96,130,143,169,-1,-1,-1,-1,-1,-1,-1
0,9,41,200,-1,-1,-1,-1,-1,-1,-1,-1
0,103,152,200,-1,-1,-1,-1,-1,-1,-1,-1
0,58,75,166,180,-1,-1,-1,-1,-1,-1,-1
0,19,36,78,-1,-1,-1,-1,-1,-1,-1,-1
0,8,30,141,171,-1,-1,-1,-1,-1,-1,-1
0,35,55,162,194,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,14,104,142,-1,-1,-1,-1,-1,-1,-1,-1
0,25,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,25,105,132,-1,-1,-1,-1,-1,-1,-1,-1
0,25,51,142,151,-1,-1,-1,-1,-1,-1,-1
0,67,114,200,-1,-1,-1,-1,-1,-1,-1,-1
0,38,52,178,200,-1,-1,-1,-1,-1,-1,-1
0,28,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13,130,146,-1,-1,-1,-1,-1,-1,-1,-1
0,7,28,200,-1,-1,-1,-1,-1,-1,-1,-1
0,15,27,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,24,53,125,153,-1,-1,-1,-1,-1,-1,-1
0,21,128,146,-1,-1,-1,-1,-1,-1,-1,-1
0,7,13,71,93,-1,-1,-1,-1,-1,-1,-1
0,17,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,21,39,200,-1,-1,-1,-1,-1,-1,-1,-1
0,23,103,126,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13,37,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,58,67,109,133,-1,-1,-1,-1,-1,-1,-1
0,65,79,126,148,-1,-1,-1,-1,-1,-1,-1
0,46,73,200,-1,-1,-1,-1,-1,-1,-1,-1
0,25,39,168,200,-1,-1,-1,-1,-1,-1,-1
0,34,61,95,-1,-1,-1,-1,-1,-1,-1,-1
0,27,34,200,-1,-1,-1,-1,-1,-1,-1,-1
0,9,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,159,180,195,-1,-1,-1,-1,-1,-1,-1,-1
0,92,122,200,-1,-1,-1,-1,-1,-1,-1,-1
0,19,31,114,132,-1,-1,-1,-1,-1,-1,-1
0,90,127,200,-1,-1,-1,-1,-1,-1,-1,-1
0,117,132,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,131,151,200,-1,-1,-1,-1,-1,-1,-1,-1
0,31,184,200,-1,-1,-1,-1,-1,-1,-1,-1
0,63,89,121,151,-1,-1,-1,-1,-1,-1,-1
0,36,63,200,-1,-1,-1,-1,-1,-1,-1,-1
0,76,95,126,159,-1,-1,-1,-1,-1,-1,-1
0,31,121,132,-1,-1,-1,-1,-1,-1,-1,-1
0,19,28,165,181,-1,-1,-1,-1,-1,-1,-1
0,13,180,197,-1,-1,-1,-1,-1,-1,-1,-1
0,19,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,35,40,169,174,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,27,43,89,115,-1,-1,-1,-1,-1,-1,-1
0,17,131,156,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,42,61,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,17,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,96,127,150,-1,-1,-1,-1,-1,-1,-1,-1
0,13,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,61,91,179,191,-1,-1,-1,-1,-1,-1,-1
0,39,62,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,16,93,130,-1,-1,-1,-1,-1,-1,-1,-1
0,2,34,53,96,-1,-1,-1,-1,-1,-1,-1
0,7,39,200,-1,-1,-1,-1,-1,-1,-1,-1
0,8,131,144,-1,-1,-1,-1,-1,-1,-1,-1
0,23,42,115,133,-1,-1,-1,-1,-1,-1,-1
0,23,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,18,151,170,-1,-1,-1,-1,-1,-1,-1,-1
0,19,145,156,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,19,100,104,-1,-1,-1,-1,-1,-1,-1,-1
0,118,124,175,197,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,23,77,85,-1,-1,-1,-1,-1,-1,-1,-1
0,20,166,191,-1,-1,-1,-1,-1,-1,-1,-1
0,9,200,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,72,93,136,164,-1,-1,-1,-1,-1,-1,-1
0,22,55,200,-1,-1,-1,-1,-1,-1,-1,-1
0,29,133,154,-1,-1,-1,-1,-1,-1,-1,-1
0,39,66,127,144,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,22,49,114,147,-1,-1,-1,-1,-1,-1,-1
0,19,116,130,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,17,49,134,138,-1,-1,-1,-1,-1,-1,-1
0,5,32,167,186,-1,-1,-1,-1,-1,-1,-1
0,40,56,77,93,-1,-1,-1,-1,-1,-1,-1
0,4,34,178,199,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,22,72,110,-1,-1,-1,-1,-1,-1,-1
0,27,177,200,-1,-1,-1,-1,-1,-1,-1,-1
0,41,61,70,98,-1,-1,-1,-1,-1,-1,-1
0,9,120,129,-1,-1,-1,-1,-1,-1,-1,-1
0,42,46,200,-1,-1,-1,-1,-1,-1,-1,-1
0,6,20,89,139,-1,-1,-1,-1,-1,-1,-1
0,42,59,184,200,-1,-1,-1,-1,-1,-1,-1
0,28,103,134,-1,-1,-1,-1,-1,-1,-1,-1
0,6,26,78,116,-1,-1,-1,-1,-1,-1,-1
0,83,92,126,136,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,49,65,200,-1,-1,-1,-1,-1,-1,-1,-1
0,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,48,71,200,-1,-1,-1,-1,-1,-1,-1,-1
0,13,96,105,-1,-1,-1,-1,-1,-1,-1,-1
0,186,191,200,-1,-1,-1,-1,-1,-1,-1,-1
0,16,40,117,144,-1,-1,-1,-1,-1,-1,-1
0,5,22,200,-1,-1,-1,-1,-1,-1,-1,-1
0,32,54,120,153,-1,-1,-1,-1,-1,-1,-1
0,16,140,165,-1,-1,-1,-1,-1,-1,-1,-1
0,77,87,200,-1,-1,-1,-1,-1,-1,-1,-1
